2025-09-23 22:44:46 | INFO | Logging to file: logs/project_log_32432.log
2025-09-23 22:44:46 | INFO | Log sanitization enabled, personal info removed
2025-09-23 22:44:46 | INFO | [consumer_data_git_hub] Starting (Kafka mode).
2025-09-23 22:44:46 | INFO | BUZZ_TOPIC: buzzline
2025-09-23 22:44:46 | INFO | BUZZ_CONSUMER_GROUP_ID: buzz_group
2025-09-23 22:44:46 | INFO | BASE_DATA_DIR: PROJECT_ROOT/data
2025-09-23 22:44:46 | INFO | SQLITE_PATH: PROJECT_ROOT/data/buzz.sqlite
2025-09-23 22:44:46 | INFO | [consumer_data_git_hub] SQLite ready at PROJECT_ROOT/data/buzz.sqlite
2025-09-23 22:44:46 | INFO | [consumer_data_git_hub] Loaded reference pairs: 321 from PROJECT_ROOT/files/much_ado_excerpt.json
2025-09-23 22:44:46 | INFO | [consumer_data_git_hub] Loaded 42 flag words from PROJECT_ROOT/files/flag_words.txt
2025-09-23 22:44:46 | INFO | Kafka broker address: localhost:9092
2025-09-23 22:44:46 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': '127.0.0.1', 'port': 9092, 'rack': None}], 'cluster_id': 'izX4qtgsSweNTi1cWUWQEA', 'controller_id': 1}
2025-09-23 22:44:46 | INFO | Kafka broker address: localhost:9092
2025-09-23 22:44:46 | INFO | Creating Kafka consumer. Topic='buzzline' and group ID='buzz_group'.
2025-09-23 22:44:46 | INFO | Kafka consumer created successfully.
2025-09-23 22:44:46 | INFO | [consumer_data_git_hub] Polling for messages...
2025-09-23 22:44:49 | INFO | [consumer_data_git_hub] Processed row: {'src_timestamp': '2025-09-23 22:44:44', 'author': 'benedick', 'message': 'skirmish of wit between them.', 'author_message_valid': 0, 'keyword_hit_count': 0, 'keywords_hit': None}
2025-09-23 22:44:49 | INFO | [consumer_data_git_hub] Inserted one processed row.
2025-09-23 22:44:49 | INFO | [consumer_data_git_hub] Processed row: {'src_timestamp': '2025-09-23 22:44:49', 'author': 'benedick', 'message': 'flight; and my uncle’s fool, reading the challenge, subscribed for', 'author_message_valid': 0, 'keyword_hit_count': 1, 'keywords_hit': 'challenge'}
2025-09-23 22:44:49 | INFO | [consumer_data_git_hub] Inserted one processed row.
2025-09-23 22:44:54 | INFO | [consumer_data_git_hub] Processed row: {'src_timestamp': '2025-09-23 22:44:54', 'author': 'benedick', 'message': 'subdued. Would the cook were of my mind! Shall we go to prove what’s', 'author_message_valid': 0, 'keyword_hit_count': 0, 'keywords_hit': None}
2025-09-23 22:44:54 | INFO | [consumer_data_git_hub] Inserted one processed row.
