2025-09-24 00:10:59 | INFO | Logging to file: logs/project_log_24916.log
2025-09-24 00:10:59 | INFO | Log sanitization enabled, personal info removed
2025-09-24 00:10:59 | INFO | Starting Much Ado Producer (random author + random message).
2025-09-24 00:10:59 | INFO | Use Ctrl+C to stop.
2025-09-24 00:10:59 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-24 00:10:59 | INFO | BUZZ_TOPIC: buzzline
2025-09-24 00:10:59 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-24 00:10:59 | INFO | BASE_DATA_DIR: PROJECT_ROOT/data
2025-09-24 00:10:59 | INFO | LIVE_DATA_PATH: PROJECT_ROOT/data/project_live.json
2025-09-24 00:10:59 | INFO | [producer_much_ado] Using reference JSON: PROJECT_ROOT/files/much_ado_excerpt.json
2025-09-24 00:10:59 | INFO | Deleted existing live data file.
2025-09-24 00:10:59 | INFO | Kafka broker address: localhost:9092
2025-09-24 00:10:59 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': '127.0.0.1', 'port': 9092, 'rack': None}], 'cluster_id': 'izX4qtgsSweNTi1cWUWQEA', 'controller_id': 1}
2025-09-24 00:10:59 | INFO | Kafka broker address: localhost:9092
2025-09-24 00:10:59 | INFO | Topic 'buzzline' already exists. Recreating fresh...
2025-09-24 00:10:59 | INFO | Requested deletion of topic 'buzzline'.
2025-09-24 00:10:59 | INFO | Topic 'buzzline' created successfully.
2025-09-24 00:10:59 | INFO | {'message': 'My liege, your Highness now may do me good.', 'author': 'benedick', 'timestamp': '2025-09-24 00:10:59', 'category': 'literature', 'sentiment': 1.0, 'keyword_mentioned': 'none', 'message_length': 43}
2025-09-24 00:11:04 | INFO | {'message': 'I commit you—', 'author': 'claudio', 'timestamp': '2025-09-24 00:11:04', 'category': 'literature', 'sentiment': 0.5, 'keyword_mentioned': 'none', 'message_length': 13}
2025-09-24 00:11:09 | INFO | {'message': 'of a lamb the feats of a lion: he hath indeed better bettered expectation', 'author': 'don pedro', 'timestamp': '2025-09-24 00:11:09', 'category': 'literature', 'sentiment': 0.5, 'keyword_mentioned': 'none', 'message_length': 73}
2025-09-24 00:11:14 | INFO | {'message': 'that hits me, let him be clapped on the shoulder and called Adam.', 'author': 'messenger', 'timestamp': '2025-09-24 00:11:14', 'category': 'literature', 'sentiment': 0.5, 'keyword_mentioned': 'none', 'message_length': 65}
2025-09-24 00:11:19 | INFO | {'message': 'If this should ever happen, thou wouldst be horn-mad.', 'author': 'borachio', 'timestamp': '2025-09-24 00:11:19', 'category': 'literature', 'sentiment': 0.5, 'keyword_mentioned': 'none', 'message_length': 53}
