2025-09-23 23:41:38 | INFO | Logging to file: logs/project_log_29608.log
2025-09-23 23:41:38 | INFO | Log sanitization enabled, personal info removed
2025-09-23 23:41:38 | INFO | Starting Much Ado Producer (random author + random message).
2025-09-23 23:41:38 | INFO | Use Ctrl+C to stop.
2025-09-23 23:41:38 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-23 23:41:38 | INFO | BUZZ_TOPIC: buzzline
2025-09-23 23:41:38 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-23 23:41:38 | INFO | BASE_DATA_DIR: PROJECT_ROOT/data
2025-09-23 23:41:38 | INFO | LIVE_DATA_PATH: PROJECT_ROOT/data/project_live.json
2025-09-23 23:41:38 | INFO | [producer_much_ado] Using reference JSON: PROJECT_ROOT/files/much_ado_excerpt.json
2025-09-23 23:41:38 | INFO | Deleted existing live data file.
2025-09-23 23:41:38 | INFO | Kafka broker address: localhost:9092
2025-09-23 23:41:38 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': '127.0.0.1', 'port': 9092, 'rack': None}], 'cluster_id': 'izX4qtgsSweNTi1cWUWQEA', 'controller_id': 1}
2025-09-23 23:41:38 | INFO | Kafka broker address: localhost:9092
2025-09-23 23:41:38 | INFO | Topic 'buzzline' already exists. Recreating fresh...
2025-09-23 23:41:38 | INFO | Requested deletion of topic 'buzzline'.
2025-09-23 23:41:38 | INFO | Topic 'buzzline' created successfully.
2025-09-23 23:41:38 | INFO | {'message': 'likest her.', 'author': 'benedick', 'timestamp': '2025-09-23 23:41:38', 'category': 'literature', 'sentiment': 0.5, 'keyword_mentioned': 'none', 'message_length': 11}
2025-09-23 23:41:43 | INFO | {'message': 'Then after to her father will I break;', 'author': 'don pedro', 'timestamp': '2025-09-23 23:41:43', 'category': 'literature', 'sentiment': 0.5, 'keyword_mentioned': 'none', 'message_length': 38}
2025-09-23 23:41:48 | INFO | {'message': 'O! he is returned, and as pleasant as ever he was.', 'author': 'don pedro', 'timestamp': '2025-09-23 23:41:48', 'category': 'literature', 'sentiment': 0.5, 'keyword_mentioned': 'none', 'message_length': 50}
