2025-09-23 22:55:01 | INFO | Logging to file: logs/project_log_10444.log
2025-09-23 22:55:01 | INFO | Log sanitization enabled, personal info removed
2025-09-23 22:55:01 | INFO | Starting Much Ado Producer (random author + random message).
2025-09-23 22:55:01 | INFO | Use Ctrl+C to stop.
2025-09-23 22:55:01 | INFO | MESSAGE_INTERVAL_SECONDS: 5
2025-09-23 22:55:01 | INFO | BUZZ_TOPIC: buzzline
2025-09-23 22:55:01 | INFO | KAFKA_BROKER_ADDRESS: 127.0.0.1:9092
2025-09-23 22:55:01 | INFO | BASE_DATA_DIR: PROJECT_ROOT/data
2025-09-23 22:55:01 | INFO | LIVE_DATA_PATH: PROJECT_ROOT/data/project_live.json
2025-09-23 22:55:01 | INFO | [producer_much_ado] Using reference JSON: PROJECT_ROOT/files/much_ado_excerpt.json
2025-09-23 22:55:01 | INFO | Deleted existing live data file.
2025-09-23 22:55:01 | INFO | Kafka broker address: localhost:9092
2025-09-23 22:55:01 | INFO | Kafka is ready. Brokers: {'throttle_time_ms': 0, 'brokers': [{'node_id': 1, 'host': '127.0.0.1', 'port': 9092, 'rack': None}], 'cluster_id': 'izX4qtgsSweNTi1cWUWQEA', 'controller_id': 1}
2025-09-23 22:55:01 | INFO | Kafka broker address: localhost:9092
2025-09-23 22:55:02 | INFO | Topic 'buzzline' already exists. Recreating fresh...
2025-09-23 22:55:02 | INFO | Requested deletion of topic 'buzzline'.
2025-09-23 22:55:02 | INFO | Topic 'buzzline' created successfully.
2025-09-23 22:55:02 | INFO | {'message': 'He hath an uncle here in Messina will be very much glad of it.', 'author': 'leonato', 'timestamp': '2025-09-23 22:55:02', 'category': 'literature', 'sentiment': 1.0, 'keyword_mentioned': 'none', 'message_length': 62}
2025-09-23 22:55:07 | INFO | {'message': 'I commit you—', 'author': 'leonato', 'timestamp': '2025-09-23 22:55:07', 'category': 'literature', 'sentiment': 0.5, 'keyword_mentioned': 'none', 'message_length': 13}
2025-09-23 22:55:12 | INFO | {'message': 'Is’t possible?', 'author': 'don john', 'timestamp': '2025-09-23 22:55:12', 'category': 'literature', 'sentiment': 0.5, 'keyword_mentioned': 'none', 'message_length': 14}
2025-09-23 22:55:17 | INFO | {'message': 'And a good soldier too, lady.', 'author': 'leonato', 'timestamp': '2025-09-23 22:55:17', 'category': 'literature', 'sentiment': 1.0, 'keyword_mentioned': 'none', 'message_length': 29}
2025-09-23 22:55:22 | INFO | {'message': 'I know we shall have revelling tonight:', 'author': 'conrade', 'timestamp': '2025-09-23 22:55:22', 'category': 'literature', 'sentiment': 0.5, 'keyword_mentioned': 'none', 'message_length': 39}
2025-09-23 22:55:27 | INFO | {'message': 'as yours were.', 'author': 'claudio', 'timestamp': '2025-09-23 22:55:27', 'category': 'literature', 'sentiment': 0.5, 'keyword_mentioned': 'none', 'message_length': 14}
